Name;ID;Content;Comments;Retweet;Likes
Johanna S. Pravia ?? ?  ????  ????;_pravia;"Así pretendemos que el único plan de acción sea ir a elecciones con el régimen? Sí llevar agua es un delito de carcel, defender el voto se paga con la vida. ACCIONES YA SEÑORES! DESOBEDIENCIA CIVIL, PARO NACIONAL
@marioaranasevil @Jschamorrog @maradiaga @AzahaleaSolis @jaguerrich";3;10;24
Ferfumaps Maule;ferfumaps;Con Marchas y Asambleas la mayoría de nuestras Asociaciones se manifestaron y pronunciaron frente a la contingencia nacional, donde por mayoría de nuestras Bases, FERFUMAPS declara la continuidad del Paro Nacional @ConfusamChiledesde el Lunes 18 de Noviembre para nuestra región!. pic.twitter.com/iK4pDPM1C8;;;
MariaPaula;mapaulacuellarf; JUEPUTA LOS AMO ;;;1
ASPU UNICAUCA;aspucauca;Porque ir al Paro Nacional el 21 de Noviembre pic.twitter.com/qVwfLi8LiR;;;
jesus d reyes;jesusdavidrey10;A unos días del 21 PARO NACIONAL https://www.facebook.com/100000569815467/posts/3002191516476479/ …;;;
Oso polar real;Guardabarranc38;"Si todos estamos pidiendo el Paro Nacional Indefinido, qué nos detiene?

Ya es demasiado lo que están haciendo los esbirros y sicarios de la maldita dictadura asesina! Ya no podemos soportar más está dictadura!

#ParoIndefinidoYa
#CalleSinRetorno 

#SOSNicaragua 

#19DeAbrilhttps://twitter.com/LoboMY/status/1195344996918013952 …";1;12;28
Lechuguinos;Lechuguinos_com;¡DE ATAR! Duque culpa a países vecinos de paro nacional en Colombia ? http://www.lechuguinos.com/duque-paro-colombia/ …;;17;7
@AdelitaSM;adelitaSM;¿Cómo hacemos para que el Estado no nos joda el paro nacional?;1;1;18
Esteliano;AbrilEterno18;"No hay que incitar a la Violencia porque las Bestias del Carmen no tienen Asco para Matar 

Hay que Parar el País

Paro Nacional Indefinido...";4;18;33
Muyharto Demaduro.;MuyhartoDm;"A ver opinen. 

Paro Nacional. Like
 
Calle sin retorno. Rt 

Intervención. Deja un comentario.

#16NTodaVzlaEnProtestapic.twitter.com/JZzniDrSGL";3;22;11
xxxxxelF ??;Flexlh;"La existencia de un ""paro nacional"" implica que hay otro evento que le ejerce paternidad llamado ""paro tolima""";1;4;29
????????????????;therainbowwhale;"Gracias a todos por sus palabras tan bellas, de verdad.

Decidí confrontar a la persona, pero solo confirme que el problema es de ellos, no mío. Yo debo enfocar mi energía en el paro nacional, eso es mas importante.

Porque mis madrazos son solo para el paraco malparido.";1;2;62
Esteban Vega;tebodelavega;"La feria de #Lota está abierta todo el año, real. Esta semana decidieron cerrar para apoyar el #ParoNacional. Fui y conversé con ellos para una nota, me pareció bacán el gesto. ""Si la gente esta mal, nosotros también"", dijeron. Hoy me escribieron. Estaban felices. Yo más  pic.twitter.com/lIAMVjlLOg";1;3;12
Diógenes Orjuela;diogenesorjuela;"Esta noche, desde las 8:00 pm estaré en @Semanaenvivo explicando las razones del #ParoNacional

Estaré junto a @Nelsonalarcon74, presidente de @fecode y con @JenniferPedraz, dirigente y representante estudiantil 

¡Cordial invitación!pic.twitter.com/h2U1XDIBou";;8;11
El Colombiano;elcolombiano;Se estima que serán más de 150 sindicatos, asociaciones y gremios los que participen del paro nacional.  http://bit.ly/2QnBdaX ;3;13;19
Ricky;agilidoso;"¡Todos este 16 Noviembre a la calle!

Guaidó si te manda a tu casa, hay que caerles a pedrada a todos los que estén en la tarima

Exigir activación de la Coalición Internacional (Intervencion Militar)

Protesta sin retorno

Paro Nacional indefinido

¡OLVÍDENSE DE ELECCIONES!";;6;14
DolarToday®;DolarToday;¡YA BASTA! Enfermeras venezolanas inician paro nacional por 48 horas -? https://bit.ly/32NyvOL pic.twitter.com/YGZ0mcxyQN;;20;28
Julián Rodríguez Cifuentes;JulianRPolo1;¡Paro Nacional!  pic.twitter.com/HBdNkr7a31;;1;2
Colombiano Indignado;ColombianoInd;‘No es momento para ser neutras’: Señorita Colombia sostiene su opinión sobre el Paro Nacional https://colombianoindignado.com/no-es-momento-para-ser-neutras-senorita-colombia-sostiene-su-opinion-sobre-el-paro-nacional/ …pic.twitter.com/69UJwsUChB;;1;7
Hollman Morris  ?? ?? ???????;HOLLMANMORRIS;"""Las diferencias se quedan en casa, ahora todos somos Colombia"". Bonito mensaje de los Comandos Azules de Millonarios que se suman al paro nacional el 21 de Noviembre.

Vamos por la Universidad pública, por trabajo digno, por oportunidades. En la calle nos vemos. 
@petrogustavopic.twitter.com/5eETlwuKtM";21;203;386
M e l i s s a M a r í a  ??;MelissaSerranoF;Por acá les dejo un regalito y me retiro lentamente...#NoMarchoEl21 #Paro21Noviembre #ParoNacional #NoApoyoElParo #FelizViernesATodospic.twitter.com/6hp3Zw5xYO;;4;9
Plano Sur;Plano_Online;En las calles y sin vacilación #21DeNoviembre #ParoNacional pic.twitter.com/rufOa4c4az;;;
Javier Hernandez;Jav_Guitar;¿Crees que va a generarse un paro nacional permanente este 16 de Noviembre hasta la caída de la Dictadura?;;2;1
¿sigues el punto?;RPAcrux;Vamos a decir que NO al paro;;;
ismenia aguirre;ismeniaaguirreq;CAMINAREMOS CON EL TEATRO AL PARO NACIONAL ;;;
Assesalud Sindicato;assesalud2012;¡Los trabajadores en pie de lucha por sus derechos y los de todos los colombianos! ¡ASSESALUD te invita a apoyar el paro nacional, marchando solidariamente el 21 de noviembre! pic.twitter.com/6cjTPMYa7M;;1;2
Federico Suárez R.;Fuarez;Iglesia Católica respalda el paro nacional del 21 de noviembre ;;12;11
?????? ?;faavvvvv;Me voy a cambiar el nombre a Paro Nacional a ver si por fin me tomas en serio ):;;3;36
Jorge Gómez Gallego;JorGomezCamara;"Esta noche @diogenesorjuela, @Nelsonalarcon74 y @JenniferPedraz en Semana en Vivo sobre las justas razones del paro nacional contra el paquetazo de Duque y la OCDE.
Canal 190 de UNE";2;16;14
EDIL JHOAN MANUEL VERDE  ??90;JHOANMRCZP;No les parece extraño que militarisen a Bogotá con el argumento de ofrecer seguridad, días previos al #21N de #ParoNacional?;;;
Gustavo Triana;gustavotrianasu;"El Polo Democrático Alternativo apoya el Paro Nacional del 21 de Noviembre
https://www.polodemocratico.net/nuestras-noticias/102-titulares/13721-el-polo-democratico-alternativo-apoya-el-paro-nacional-del-21-de-noviembre …";7;32;74
Saddam Daniels ????;SaddamJoce;"Este paro nacional será de carácter MUNDIAL
#Paro21Noviembre";1;;1
Filosofía Política Colombiana;politcol12;La iglesia se suma a la Protesta el 21N Al parecer el único que no marchará será Duque.https://noticias.canal1.com.co/nacional/iglesia-respalda-el-paro-nacional-del-21-de-noviembre/ …;;;
Jose Uriel Ballester;BallesUriel;Petro denuncia que asesora de Cabal utiliza perfiles falsos para desprestigiar el Paro nacional https://colombianoindignado.com/petro-denuncia-que-asesora-de-cabal-utiliza-perfiles-falsos-para-desprestigiar-el-paro/ …;;;
CLACSO;_CLACSO;"Paro Nacional 21/11
Los Centros Miembros CLACSO – Colombia y sus investigadores e investigadoras reconocemos la legitimidad y legalidad de la movilización y la protesta social como expresiones que dan vitalidad a los procesos democráticos. 
 https://www.clacso.org/paro-nacional-del-21-de-noviembre-en-colombia/ …pic.twitter.com/aj5SD1paKp";;13;14
luz betancur;clarisabatumaco;Solicito que por favor se.cancelen las actividades estudiantiles en   @UNIMINUTOVcio el día  jueves 21 noviembre por motivos del paro nacional @kapabonm;;;1
Andres Felipe Chavez;AFelipeChavez;"Vamoos!!!
DISTURBIO ROJO COLOMBIA se une al paro nacional  https://www.facebook.com/1180280050/posts/10218013663871407/ …";;;
VillavoCultural;VillaoCultural;"¡Hola!
Les recordamos que el próximo Jueves habrá Paro Nacional y esta es la información sobre el recorrido en la ciudad de Villavicencio pic.twitter.com/3lUn2Uctic";2;1;1
julio Mario Ospina;juliomario55555;Todos los días se suman mas y mas de todos los sectores!https://ligadeportiva.com/barra-de-atletico-nacional-se-une-al-paro-nacional-del-21-de-noviembre/?fbclid=IwAR0irz_Xgnt6lCkutOmZIrAuDM9dcgEuiqK2fRGXViq9EN_8SL4xrThREYU …;1;18;32
ruben uchima;rubenuchima;Sindicato de la UNP se unirá al Paro Nacional porque siente que el Estado “los ha abandonado” – CABLENOTICIAS https://www.cablenoticias.tv/sindicato-de-la-unp-se-unira-al-paro-nacional-porque-siente-que-el-estado-los-ha-abandonado/ …;;;
eduardo a arias a;eduardoaariasa;".

El errático subpresidente,
con un 69% de opinión 
en contra de su “mandado”,
ya lleva un mes perdido 
balbuceando sobre un 
paro nacional, y en vez 
de apaciguarlo, lo promueve...

El 21 hay q escuchar la calle!

. pic.twitter.com/ZR2ImSIeT5";;;
dies-motherfucker;poto_con_kk;Todos a apoyar el paro nacional! Viva el paro!;;;
La Voz De Curicó;lavozdecurico;Recolectores de la Basura de #Molina se unen al Paro Nacional de su sector ;;;2
JULIAN DE ZUBIRIA;juliandezubiria;"Los obispos, artistas, profes, trabajadores y estudiantes, están invitando a participar activamente en el #Paro21Noviembre 
Marcharé con ellos porque este gobierno está haciendo muy poco para consolidar la paz y para construir educación pública de calidad.https://www.elespectador.com/entretenimiento/gente/la-senorita-colombia-carlos-vives-y-otros-artistas-que-se-unen-al-paro-nacional-2019-articulo-891094 …";23;262;563
libertad;cascajal01;PARO NACIONAL VS SALARIO PARA MANTENER CUBANOS Y VIGILAR MILITARES VENEZOLANOS;;;
monik;monicarestrepo1;Dios, te pido un aguacero bien fuerte para el jueves 21.;;1;
